,clones,clones_unique,views,views_unique,issues_closed,issues_open,pulls_closed,pulls_open,forks,stargazers,subscribers,contributors,commits,total_commits,pypi_daily,pypi_180_cumulative,conda_total_downloads,updated_on
2022-06-01,0.0,0.0,76.0,15.0,158,6,210,0,17,41,12,7,0,2808,22,6691,422,2022-06-13
2022-06-02,0.0,0.0,64.0,8.0,158,6,210,0,17,41,12,7,0,2808,32,6723,422,2022-06-13
2022-06-03,1.0,1.0,44.0,10.0,158,6,210,0,17,41,12,7,0,2808,20,6743,422,2022-06-13
2022-06-04,0.0,0.0,83.0,3.0,158,6,210,0,17,41,12,7,0,2808,2,6745,422,2022-06-13
2022-06-05,0.0,0.0,4.0,3.0,158,6,210,0,17,41,12,7,0,2808,3,6748,422,2022-06-13
2022-06-06,1.0,1.0,93.0,8.0,158,6,210,0,17,41,12,7,0,2808,45,6793,422,2022-06-13
2022-06-07,0.0,0.0,24.0,9.0,158,6,210,0,18,41,12,7,0,2808,182,6897,423,2022-06-20
2022-06-08,2.0,2.0,52.0,7.0,158,6,210,0,18,41,12,7,0,2808,117,7014,423,2022-06-20
2022-06-09,0.0,0.0,98.0,5.0,158,6,210,0,18,41,12,7,0,2808,157,7171,423,2022-06-20
2022-06-10,0.0,0.0,31.0,5.0,158,6,210,0,18,41,12,7,0,2808,24,7195,423,2022-06-20
2022-06-11,0.0,0.0,3.0,1.0,158,6,210,0,18,41,12,7,0,2808,3,7198,423,2022-06-20
2022-06-12,0.0,0.0,1.0,1.0,158,6,210,0,18,41,12,7,0,2808,0,7198,423,2022-06-20
2022-06-13,3.0,2.0,40.0,16.0,158,6,210,0,18,41,12,7,0,2808,38,7236,423,2022-06-20
2022-06-14,3.0,2.0,70.0,12.0,158,6,211,0,18,41,12,8,0,2815,139,7299,425,2022-06-27
2022-06-15,1.0,1.0,22.0,5.0,158,6,211,0,18,41,12,8,0,2815,45,7344,425,2022-06-27
2022-06-16,0.0,0.0,25.0,7.0,158,6,211,0,18,41,12,8,0,2815,6,7350,425,2022-06-27
2022-06-17,0.0,0.0,99.0,8.0,158,6,211,0,18,41,12,8,0,2815,39,7389,425,2022-06-27
2022-06-18,1.0,1.0,1.0,1.0,158,6,211,0,18,41,12,8,0,2815,5,7394,425,2022-06-27
2022-06-19,1.0,1.0,1.0,1.0,158,6,211,0,18,41,12,8,0,2815,3,7397,425,2022-06-27
2022-06-20,0.0,0.0,34.0,6.0,158,6,211,0,18,41,12,8,0,2815,16,7413,425,2022-06-27
2022-06-21,16.0,1.0,47.0,10.0,158,6,211,0,18,41,12,8,1,2815,19,7390,425,2022-07-04
2022-06-22,39.0,3.0,127.0,13.0,158,6,211,0,18,41,12,8,5,2815,194,7584,425,2022-07-04
2022-06-23,6.0,2.0,77.0,6.0,158,6,211,0,18,41,12,8,1,2815,12,7596,425,2022-07-04
2022-06-24,1.0,1.0,10.0,4.0,158,6,211,0,18,41,12,8,0,2815,6,7602,425,2022-07-04
2022-06-25,2.0,1.0,4.0,2.0,158,6,211,0,18,41,12,8,0,2815,1,7603,425,2022-07-04
2022-06-26,1.0,1.0,1.0,1.0,158,6,211,0,18,41,12,8,0,2815,1,7604,425,2022-07-04
2022-06-27,0.0,0.0,11.0,5.0,158,6,211,0,18,41,12,8,0,2815,3,7607,425,2022-07-04
2022-06-28,0.0,0.0,5.0,4.0,158,6,211,0,18,41,12,8,0,2815,9,7591,426,2022-07-11
2022-06-29,2.0,1.0,49.0,5.0,158,6,211,0,18,41,12,8,0,2815,25,7616,426,2022-07-11
2022-06-30,4.0,2.0,7.0,6.0,158,6,211,0,18,41,12,8,0,2815,31,7647,426,2022-07-11
2022-07-01,0.0,0.0,40.0,9.0,158,6,211,0,18,41,12,8,0,2815,32,7679,426,2022-07-11
2022-07-02,1.0,1.0,2.0,1.0,158,6,211,0,18,41,12,8,0,2815,12,7691,426,2022-07-11
2022-07-03,1.0,1.0,0.0,0.0,158,6,211,0,18,41,12,8,0,2815,3,7694,426,2022-07-11
2022-07-04,2.0,1.0,13.0,3.0,158,6,211,0,18,41,12,8,0,2815,1,7695,426,2022-07-11
2022-07-05,2.0,1.0,48.0,5.0,158,6,212,0,18,41,12,8,0,2817,15,7401,429,2022-07-18
2022-07-06,1.0,1.0,21.0,8.0,158,6,212,0,18,41,12,8,0,2817,193,7594,429,2022-07-18
2022-07-07,1.0,1.0,40.0,8.0,158,6,212,0,18,41,12,8,0,2817,68,7662,429,2022-07-18
2022-07-08,1.0,1.0,13.0,5.0,158,6,212,0,18,41,12,8,0,2817,20,7682,429,2022-07-18
2022-07-09,1.0,1.0,5.0,4.0,158,6,212,0,18,41,12,8,0,2817,2,7684,429,2022-07-18
2022-07-10,0.0,0.0,2.0,2.0,158,6,212,0,18,41,12,8,0,2817,4,7688,429,2022-07-18
2022-07-11,0.0,0.0,4.0,2.0,158,6,212,0,18,41,12,8,0,2817,6,7694,429,2022-07-18
2022-07-12,0.0,0.0,120.0,9.0,158,6,212,1,19,42,12,8,0,2817,19,7441,432,2022-07-25
2022-07-13,1.0,1.0,72.0,9.0,158,6,212,1,19,42,12,8,0,2817,6,7447,432,2022-07-25
2022-07-14,0.0,0.0,88.0,5.0,158,6,212,1,19,42,12,8,0,2817,3,7450,432,2022-07-25
2022-07-15,14.0,3.0,153.0,4.0,158,6,212,1,19,42,12,8,2,2817,12,7462,432,2022-07-25
2022-07-16,0.0,0.0,3.0,2.0,158,6,212,1,19,42,12,8,0,2817,2,7464,432,2022-07-25
2022-07-17,1.0,1.0,0.0,0.0,158,6,212,1,19,42,12,8,0,2817,3,7467,432,2022-07-25
2022-07-18,1.0,1.0,16.0,1.0,158,6,212,1,19,42,12,8,0,2817,15,7482,432,2022-07-25
2022-07-19,0.0,0.0,35.0,9.0,158,6,212,1,19,42,12,8,0,2817,35,7380,484,2022-08-01
2022-07-20,0.0,0.0,44.0,11.0,158,6,212,1,19,42,12,8,0,2817,7,7387,484,2022-08-01
2022-07-21,2.0,1.0,216.0,10.0,158,6,212,1,19,42,12,8,0,2817,27,7414,484,2022-08-01
2022-07-22,9.0,3.0,88.0,10.0,158,6,212,1,19,42,12,8,0,2817,51,7465,484,2022-08-01
2022-07-23,1.0,1.0,7.0,2.0,158,6,212,1,19,42,12,8,0,2817,2,7467,484,2022-08-01
2022-07-24,0.0,0.0,4.0,2.0,158,6,212,1,19,42,12,8,0,2817,89,7556,484,2022-08-01
2022-07-25,0.0,0.0,85.0,6.0,158,6,212,1,19,42,12,8,0,2817,29,7585,484,2022-08-01
2022-07-26,1.0,1.0,152.0,30.0,158,6,213,0,19,42,12,7,0,2819,34,7547,487,2022-08-08
2022-07-27,0.0,0.0,60.0,32.0,158,6,213,0,19,42,12,7,0,2819,54,7601,487,2022-08-08
2022-07-28,0.0,0.0,73.0,10.0,158,6,213,0,19,42,12,7,0,2819,48,7649,487,2022-08-08
2022-07-29,980.0,1.0,26.0,4.0,158,6,213,0,19,42,12,7,0,2819,16,7665,487,2022-08-08
2022-07-30,0.0,0.0,1.0,1.0,158,6,213,0,19,42,12,7,0,2819,4,7669,487,2022-08-08
2022-07-31,0.0,0.0,5.0,2.0,158,6,213,0,19,42,12,7,0,2819,2,7671,487,2022-08-08
2022-08-01,0.0,0.0,75.0,2.0,158,6,213,0,19,42,12,7,0,2819,20,7691,487,2022-08-08
2022-08-02,4.0,1.0,27.0,11.0,159,6,213,0,20,42,12,7,1,2820,31,7603,488,2022-08-15
2022-08-03,2.0,2.0,10.0,7.0,159,6,213,0,20,42,12,7,0,2820,10,7613,488,2022-08-15
2022-08-04,0.0,0.0,47.0,8.0,159,6,213,0,20,42,12,7,0,2820,4,7617,488,2022-08-15
2022-08-05,0.0,0.0,32.0,5.0,159,6,213,0,20,42,12,7,0,2820,59,7676,488,2022-08-15
2022-08-06,0.0,0.0,0.0,0.0,159,6,213,0,20,42,12,7,0,2820,11,7687,488,2022-08-15
2022-08-07,0.0,0.0,0.0,0.0,159,6,213,0,20,42,12,7,0,2820,2,7689,488,2022-08-15
2022-08-08,1.0,1.0,53.0,9.0,159,6,213,0,20,42,12,7,0,2820,17,7706,488,2022-08-15
2022-08-09,0.0,0.0,123.0,9.0,159,7,213,0,20,42,12,7,0,2820,11,6657,489,2022-08-22
2022-08-10,0.0,0.0,72.0,5.0,159,7,213,0,20,42,12,7,0,2820,10,6667,489,2022-08-22
2022-08-11,8.0,4.0,66.0,12.0,159,7,213,0,20,42,12,7,1,2820,0,6667,489,2022-08-22
2022-08-12,0.0,0.0,13.0,2.0,159,7,213,0,20,42,12,7,0,2820,16,6683,489,2022-08-22
2022-08-13,3.0,2.0,0.0,0.0,159,7,213,0,20,42,12,7,0,2820,1,6684,489,2022-08-22
2022-08-14,2.0,1.0,3.0,3.0,159,7,213,0,20,42,12,7,0,2820,0,6684,489,2022-08-22
2022-08-15,0.0,0.0,23.0,9.0,159,7,213,0,20,42,12,7,0,2820,34,6718,489,2022-08-22
2022-08-16,0.0,0.0,41.0,4.0,160,7,213,1,19,42,12,7,0,2820,24,6020,493,2022-08-29
2022-08-17,4.0,2.0,130.0,10.0,160,7,213,1,19,42,12,7,0,2820,182,6202,493,2022-08-29
2022-08-18,1.0,1.0,23.0,5.0,160,7,213,1,19,42,12,7,0,2820,6,6208,493,2022-08-29
2022-08-19,0.0,0.0,35.0,4.0,160,7,213,1,19,42,12,7,0,2820,11,6219,493,2022-08-29
2022-08-20,1.0,1.0,0.0,0.0,160,7,213,1,19,42,12,7,0,2820,1,6220,493,2022-08-29
2022-08-21,0.0,0.0,4.0,3.0,160,7,213,1,19,42,12,7,0,2820,5,6225,493,2022-08-29
2022-08-22,1.0,1.0,79.0,11.0,160,7,213,1,19,42,12,7,0,2820,83,6308,493,2022-08-29
2022-08-23,2.0,1.0,21.0,8.0,161,6,214,0,19,42,12,7,0,2826,11,5733,496,2022-09-05
2022-08-24,3.0,2.0,15.0,7.0,161,6,214,0,19,42,12,7,0,2826,2,5735,496,2022-09-05
2022-08-25,22.0,2.0,53.0,10.0,161,6,214,0,19,42,12,7,1,2826,6,5741,496,2022-09-05
2022-08-26,1.0,1.0,31.0,4.0,161,6,214,0,19,42,12,7,0,2826,14,5755,496,2022-09-05
2022-08-27,0.0,0.0,3.0,1.0,161,6,214,0,19,42,12,7,0,2826,4,5759,496,2022-09-05
2022-08-28,0.0,0.0,8.0,2.0,161,6,214,0,19,42,12,7,0,2826,1,5760,496,2022-09-05
2022-08-29,30.0,2.0,108.0,12.0,161,6,214,0,19,42,12,7,5,2826,39,5799,496,2022-09-05
2022-08-30,4.0,3.0,15.0,6.0,161,7,214,0,19,42,12,7,0,2826,115,5306,498,2022-09-12
2022-08-31,0.0,0.0,46.0,6.0,161,7,214,0,19,42,12,7,0,2826,57,5363,498,2022-09-12
2022-09-01,1.0,1.0,16.0,3.0,161,7,214,0,19,42,12,7,0,2826,8,5371,498,2022-09-12
2022-09-02,0.0,0.0,21.0,4.0,161,7,214,0,19,42,12,7,0,2826,21,5392,498,2022-09-12
2022-09-03,0.0,0.0,1.0,1.0,161,7,214,0,19,42,12,7,0,2826,3,5395,498,2022-09-12
2022-09-04,0.0,0.0,3.0,2.0,161,7,214,0,19,42,12,7,0,2826,52,5447,498,2022-09-12
2022-09-05,0.0,0.0,2.0,1.0,161,7,214,0,19,42,12,7,0,2826,86,5533,498,2022-09-12
2022-09-06,1.0,1.0,8.0,5.0,161,7,214,0,19,42,12,7,0,2826,12,5153,498,2022-09-19
2022-09-07,0.0,0.0,57.0,3.0,161,7,214,0,19,42,12,7,0,2826,37,5190,498,2022-09-19
2022-09-08,1.0,1.0,38.0,6.0,161,7,214,0,19,42,12,7,0,2826,75,5265,498,2022-09-19
2022-09-09,1.0,1.0,71.0,8.0,161,7,214,0,19,42,12,7,0,2826,84,5349,498,2022-09-19
2022-09-10,0.0,0.0,0.0,0.0,161,7,214,0,19,42,12,7,0,2826,67,5416,498,2022-09-19
2022-09-11,0.0,0.0,2.0,2.0,161,7,214,0,19,42,12,7,0,2826,35,5451,498,2022-09-19
2022-09-12,0.0,0.0,27.0,7.0,161,7,214,0,19,42,12,7,0,2826,20,5471,498,2022-09-19
2022-09-13,2.0,1.0,33.0,5.0,161,7,214,0,19,42,12,7,0,2826,213,5629,499,2022-09-26
2022-09-14,0.0,0.0,48.0,8.0,161,7,214,0,19,42,12,7,0,2826,30,5659,499,2022-09-26
2022-09-15,3.0,2.0,21.0,3.0,161,7,214,0,19,42,12,7,0,2826,35,5694,499,2022-09-26
2022-09-16,0.0,0.0,58.0,2.0,161,7,214,0,19,42,12,7,0,2826,18,5712,499,2022-09-26
2022-09-17,6.0,2.0,0.0,0.0,161,7,214,0,19,42,12,7,0,2826,3,5715,499,2022-09-26
2022-09-18,0.0,0.0,4.0,2.0,161,7,214,0,19,42,12,7,0,2826,0,5715,499,2022-09-26
2022-09-19,0.0,0.0,29.0,3.0,161,7,214,0,19,42,12,7,0,2826,3,5718,499,2022-09-26
2022-09-20,0.0,0.0,55.0,5.0,161,7,214,0,19,42,12,7,0,2826,78,5272,500,2022-10-03
2022-09-21,0.0,0.0,38.0,5.0,161,7,214,0,19,42,12,7,0,2826,21,5293,500,2022-10-03
2022-09-22,0.0,0.0,22.0,4.0,161,7,214,0,19,42,12,7,0,2826,14,5307,500,2022-10-03
2022-09-23,8.0,5.0,9.0,4.0,161,7,214,0,19,42,12,7,0,2826,60,5367,500,2022-10-03
2022-09-24,0.0,0.0,6.0,3.0,161,7,214,0,19,42,12,7,0,2826,8,5375,500,2022-10-03
2022-09-25,1.0,1.0,0.0,0.0,161,7,214,0,19,42,12,7,0,2826,233,5608,500,2022-10-03
2022-09-26,0.0,0.0,52.0,7.0,161,7,214,0,19,42,12,7,0,2826,60,5668,500,2022-10-03
2022-09-27,0.0,0.0,22.0,6.0,161,7,214,0,19,42,12,7,0,2826,23,5514,503,2022-10-10
2022-09-28,0.0,0.0,30.0,4.0,161,7,214,0,19,42,12,7,0,2826,23,5537,503,2022-10-10
2022-09-29,0.0,0.0,50.0,3.0,161,7,214,0,19,42,12,7,0,2826,2,5539,503,2022-10-10
2022-09-30,5.0,3.0,11.0,2.0,161,7,214,0,19,42,12,7,0,2826,10,5549,503,2022-10-10
2022-10-01,0.0,0.0,0.0,0.0,161,7,214,0,19,42,12,7,0,2826,14,5563,503,2022-10-10
2022-10-02,0.0,0.0,1.0,1.0,161,7,214,0,19,42,12,7,0,2826,2,5565,503,2022-10-10
2022-10-03,0.0,0.0,35.0,3.0,161,7,214,0,19,42,12,7,0,2826,26,5591,503,2022-10-10
2022-10-04,2.0,1.0,13.0,3.0,161,7,214,0,19,42,12,7,0,2826,28,5383,505,2022-10-17
2022-10-05,2.0,2.0,29.0,6.0,161,7,214,0,19,42,12,7,0,2826,43,5426,505,2022-10-17
2022-10-06,0.0,0.0,33.0,5.0,161,7,214,0,19,42,12,7,0,2826,75,5501,505,2022-10-17
2022-10-07,1.0,1.0,12.0,4.0,161,7,214,0,19,42,12,7,0,2826,38,5539,505,2022-10-17
2022-10-08,0.0,0.0,0.0,0.0,161,7,214,0,19,42,12,7,0,2826,43,5582,505,2022-10-17
2022-10-09,0.0,0.0,2.0,1.0,161,7,214,0,19,42,12,7,0,2826,182,5764,505,2022-10-17
2022-10-10,0.0,0.0,17.0,6.0,161,7,214,0,19,42,12,7,0,2826,8,5772,505,2022-10-17
2022-10-11,0.0,0.0,35.0,6.0,161,9,214,1,19,43,12,7,0,2826,68,5729,555,2022-10-24
2022-10-12,0.0,0.0,32.0,9.0,161,9,214,1,19,43,12,7,0,2826,124,5853,555,2022-10-24
2022-10-13,0.0,0.0,13.0,4.0,161,9,214,1,19,43,12,7,0,2826,8,5861,555,2022-10-24
2022-10-14,0.0,0.0,45.0,5.0,161,9,214,1,19,43,12,7,0,2826,46,5907,555,2022-10-24
2022-10-15,0.0,0.0,7.0,2.0,161,9,214,1,19,43,12,7,0,2826,1,5908,555,2022-10-24
2022-10-16,0.0,0.0,2.0,2.0,161,9,214,1,19,43,12,7,0,2826,1,5909,555,2022-10-24
2022-10-17,15.0,3.0,34.0,10.0,161,9,214,1,19,43,12,7,0,2826,16,5925,555,2022-10-24
2022-10-18,0.0,0.0,36.0,9.0,162,8,215,0,19,43,12,7,0,2832,5,5684,556,2022-10-31
2022-10-19,9.0,2.0,50.0,5.0,162,8,215,0,19,43,12,7,2,2832,80,5764,556,2022-10-31
2022-10-20,7.0,2.0,54.0,10.0,162,8,215,0,19,43,12,7,0,2832,8,5772,556,2022-10-31
2022-10-21,11.0,4.0,35.0,6.0,162,8,215,0,19,43,12,7,1,2832,0,5772,556,2022-10-31
2022-10-22,0.0,0.0,0.0,0.0,162,8,215,0,19,43,12,7,0,2832,53,5825,556,2022-10-31
2022-10-23,0.0,0.0,0.0,0.0,162,8,215,0,19,43,12,7,0,2832,41,5866,556,2022-10-31
2022-10-24,10.0,3.0,57.0,11.0,162,8,215,0,19,43,12,7,1,2832,14,5880,556,2022-10-31
2022-10-25,3.0,3.0,50.0,5.0,162,8,215,1,19,43,12,7,0,2832,39,5834,557,2022-11-07
2022-10-26,11.0,3.0,46.0,5.0,162,8,215,1,19,43,12,7,2,2832,50,5884,557,2022-11-07
2022-10-27,1.0,1.0,30.0,4.0,162,8,215,1,19,43,12,7,0,2832,3,5887,557,2022-11-07
2022-10-28,7.0,4.0,24.0,6.0,162,8,215,1,19,43,12,7,0,2832,93,5980,557,2022-11-07
2022-10-29,0.0,0.0,5.0,1.0,162,8,215,1,19,43,12,7,0,2832,1,5981,557,2022-11-07
2022-10-30,1.0,1.0,3.0,1.0,162,8,215,1,19,43,12,7,0,2832,52,6033,557,2022-11-07
2022-10-31,2.0,2.0,27.0,4.0,162,8,215,1,19,43,12,7,0,2832,18,6051,557,2022-11-07
2022-11-01,5.0,2.0,87.0,9.0,163,7,216,0,19,43,12,7,0,2843,62,5741,557,2022-11-14
2022-11-02,3.0,2.0,43.0,10.0,163,7,216,0,19,43,12,7,6,2843,3,5744,557,2022-11-14
2022-11-03,25.0,2.0,65.0,17.0,163,7,216,0,19,43,12,7,3,2843,4,5748,557,2022-11-14
2022-11-04,10.0,2.0,67.0,7.0,163,7,216,0,19,43,12,7,1,2843,2,5750,557,2022-11-14
2022-11-05,0.0,0.0,0.0,0.0,163,7,216,0,19,43,12,7,0,2843,0,5750,557,2022-11-14
2022-11-06,0.0,0.0,2.0,1.0,163,7,216,0,19,43,12,7,0,2843,3,5753,557,2022-11-14
2022-11-07,9.0,3.0,47.0,4.0,163,7,216,0,19,43,12,7,1,2843,48,5801,557,2022-11-14
2022-11-08,5.0,5.0,25.0,4.0,165,6,216,0,19,43,12,7,0,2843,22,5631,559,2022-11-21
2022-11-09,12.0,6.0,73.0,9.0,165,6,216,0,19,43,12,7,0,2843,9,5640,559,2022-11-21
2022-11-10,1.0,1.0,18.0,7.0,165,6,216,0,19,43,12,7,0,2843,2,5642,559,2022-11-21
2022-11-11,1.0,1.0,17.0,2.0,165,6,216,0,19,43,12,7,0,2843,20,5662,559,2022-11-21
2022-11-12,2.0,1.0,4.0,1.0,165,6,216,0,19,43,12,7,0,2843,8,5670,559,2022-11-21
2022-11-13,0.0,0.0,4.0,2.0,165,6,216,0,19,43,12,7,0,2843,2,5672,559,2022-11-21
2022-11-14,2.0,2.0,41.0,6.0,165,6,216,0,19,43,12,7,0,2843,28,5700,559,2022-11-21
2022-11-15,5.0,4.0,24.0,6.0,166,6,216,0,19,43,12,7,0,2843,19,5566,559,2022-11-28
2022-11-16,5.0,3.0,27.0,5.0,166,6,216,0,19,43,12,7,0,2843,24,5590,559,2022-11-28
2022-11-17,0.0,0.0,86.0,14.0,166,6,216,0,19,43,12,7,0,2843,15,5605,559,2022-11-28
2022-11-18,4.0,2.0,41.0,4.0,166,6,216,0,19,43,12,7,0,2843,33,5638,559,2022-11-28
2022-11-19,2.0,1.0,8.0,1.0,166,6,216,0,19,43,12,7,0,2843,14,5652,559,2022-11-28
2022-11-20,0.0,0.0,10.0,1.0,166,6,216,0,19,43,12,7,0,2843,3,5655,559,2022-11-28
2022-11-21,4.0,3.0,27.0,3.0,166,6,216,0,19,43,12,7,0,2843,20,5675,559,2022-11-28
2022-11-22,5.0,4.0,45.0,8.0,166,7,216,0,19,43,12,7,0,2843,31,5562,562,2022-12-05
2022-11-23,0.0,0.0,20.0,4.0,166,7,216,0,19,43,12,7,0,2843,30,5592,562,2022-12-05
2022-11-24,2.0,2.0,3.0,2.0,166,7,216,0,19,43,12,7,0,2843,2,5594,562,2022-12-05
2022-11-25,1.0,1.0,2.0,2.0,166,7,216,0,19,43,12,7,0,2843,6,5600,562,2022-12-05
2022-11-26,0.0,0.0,1.0,1.0,166,7,216,0,19,43,12,7,0,2843,2,5602,562,2022-12-05
2022-11-27,0.0,0.0,12.0,2.0,166,7,216,0,19,43,12,7,0,2843,2,5604,562,2022-12-05
2022-11-28,0.0,0.0,14.0,7.0,166,7,216,0,19,43,12,7,0,2843,11,5615,562,2022-12-05
2022-11-29,1.0,1.0,57.0,10.0,166,7,216,1,19,43,12,7,0,2843,3,5097,563,2022-12-12
2022-11-30,1.0,1.0,23.0,7.0,166,7,216,1,19,43,12,7,0,2843,2,5099,563,2022-12-12
2022-12-01,1.0,1.0,77.0,11.0,166,7,216,1,19,43,12,7,0,2843,4,5103,563,2022-12-12
2022-12-02,0.0,0.0,21.0,6.0,166,7,216,1,19,43,12,7,0,2843,6,5109,563,2022-12-12
2022-12-03,0.0,0.0,4.0,1.0,166,7,216,1,19,43,12,7,0,2843,0,5109,563,2022-12-12
2022-12-04,0.0,0.0,7.0,3.0,166,7,216,1,19,43,12,7,0,2843,1,5110,563,2022-12-12
2022-12-05,4.0,3.0,14.0,3.0,166,7,216,1,19,43,12,7,0,2843,0,5110,563,2022-12-12
2022-12-06,4.0,3.0,55.0,9.0,166,7,217,1,19,43,12,7,0,2854,16,4873,564,2022-12-19
2022-12-07,5.0,3.0,31.0,11.0,166,7,217,1,19,43,12,7,0,2854,1,4874,564,2022-12-19
2022-12-08,0.0,0.0,18.0,4.0,166,7,217,1,19,43,12,7,0,2854,2,4876,564,2022-12-19
2022-12-09,13.0,2.0,82.0,5.0,166,7,217,1,19,43,12,7,3,2854,3,4879,564,2022-12-19
2022-12-10,33.0,7.0,12.0,4.0,166,7,217,1,19,43,12,7,3,2854,10,4889,564,2022-12-19
2022-12-11,0.0,0.0,6.0,2.0,166,7,217,1,19,43,12,7,0,2854,0,4889,564,2022-12-19
2022-12-12,39.0,2.0,155.0,7.0,166,7,217,1,19,43,12,7,4,2854,28,4917,564,2022-12-19
2022-12-13,9.0,2.0,102.0,7.0,166,7,218,1,19,43,12,7,1,2861,66,4747,614,2022-12-26
2022-12-14,5.0,2.0,31.0,6.0,166,7,218,1,19,43,12,7,0,2861,18,4765,614,2022-12-26
2022-12-15,3.0,3.0,27.0,4.0,166,7,218,1,19,43,12,7,0,2861,74,4839,614,2022-12-26
2022-12-16,1.0,1.0,21.0,2.0,166,7,218,1,19,43,12,7,0,2861,16,4855,614,2022-12-26
2022-12-17,0.0,0.0,14.0,3.0,166,7,218,1,19,43,12,7,2,2861,81,4936,614,2022-12-26
2022-12-18,9.0,2.0,37.0,3.0,166,7,218,1,19,43,12,7,2,2861,64,5000,614,2022-12-26
2022-12-19,3.0,3.0,18.0,5.0,166,7,218,1,19,43,12,7,0,2861,10,5010,614,2022-12-26
2022-12-20,23.0,2.0,30.0,3.0,166,7,219,0,19,43,12,7,3,2869,63,4960,614,2023-01-02
2022-12-21,3.0,3.0,50.0,7.0,166,7,219,0,19,43,12,7,0,2869,201,5161,614,2023-01-02
2022-12-22,10.0,2.0,36.0,4.0,166,7,219,0,19,43,12,7,3,2869,35,5196,614,2023-01-02
2022-12-23,31.0,2.0,117.0,9.0,166,7,219,0,19,43,12,7,4,2869,153,5349,614,2023-01-02
2022-12-24,1.0,1.0,4.0,1.0,166,7,219,0,19,43,12,7,0,2869,6,5355,614,2023-01-02
2022-12-25,0.0,0.0,0.0,0.0,166,7,219,0,19,43,12,7,0,2869,2,5357,614,2023-01-02
2022-12-26,0.0,0.0,1.0,1.0,166,7,219,0,19,43,12,7,0,2869,0,5357,614,2023-01-02
2022-12-27,9.0,5.0,14.0,4.0,166,7,219,0,19,46,13,7,1,2869,23,5072,616,2023-01-09
2022-12-28,0.0,0.0,11.0,4.0,166,7,219,0,19,46,13,7,0,2869,6,5078,616,2023-01-09
2022-12-29,2.0,1.0,7.0,2.0,166,7,219,0,19,46,13,7,0,2869,12,5090,616,2023-01-09
2022-12-30,0.0,0.0,9.0,3.0,166,7,219,0,19,46,13,7,0,2869,3,5093,616,2023-01-09
2022-12-31,0.0,0.0,23.0,1.0,166,7,219,0,19,46,13,7,0,2869,1,5094,616,2023-01-09
2023-01-01,1.0,1.0,2.0,1.0,166,7,219,0,19,46,13,7,0,2869,1,5095,616,2023-01-09
2023-01-02,0.0,0.0,60.0,5.0,166,7,219,0,19,46,13,7,0,2869,0,5095,616,2023-01-09
2023-01-03,7.0,4.0,22.0,6.0,166,8,219,1,20,47,13,7,0,2869,57,5092,623,2023-01-16
2023-01-04,6.0,3.0,85.0,8.0,166,8,219,1,20,47,13,7,0,2869,1,5093,623,2023-01-16
2023-01-05,0.0,0.0,33.0,5.0,166,8,219,1,20,47,13,7,0,2869,7,5100,623,2023-01-16
2023-01-06,0.0,0.0,124.0,4.0,166,8,219,1,20,47,13,7,0,2869,11,5111,623,2023-01-16
2023-01-07,0.0,0.0,0.0,0.0,166,8,219,1,20,47,13,7,0,2869,25,5136,623,2023-01-16
2023-01-08,1.0,1.0,0.0,0.0,166,8,219,1,20,47,13,7,0,2869,17,5153,623,2023-01-16
2023-01-09,1.0,1.0,128.0,6.0,166,8,219,1,20,47,13,7,0,2869,33,5186,623,2023-01-16
2023-01-10,1.0,1.0,64.0,4.0,167,7,220,0,20,48,13,7,0,2874,21,4967,627,2023-01-23
2023-01-11,0.0,0.0,83.0,5.0,167,7,220,0,20,48,13,7,0,2874,36,5003,627,2023-01-23
2023-01-12,9.0,1.0,96.0,12.0,167,7,220,0,20,48,13,7,3,2874,76,5079,627,2023-01-23
2023-01-13,0.0,0.0,226.0,18.0,167,7,220,0,20,48,13,7,0,2874,2,5081,627,2023-01-23
2023-01-14,1.0,1.0,4.0,2.0,167,7,220,0,20,48,13,7,0,2874,0,5081,627,2023-01-23
2023-01-15,0.0,0.0,3.0,2.0,167,7,220,0,20,48,13,7,0,2874,160,5241,627,2023-01-23
2023-01-16,0.0,0.0,7.0,3.0,167,7,220,0,20,48,13,7,0,2874,22,5263,627,2023-01-23
2023-01-17,2.0,2.0,74.0,10.0,167,7,221,1,20,48,13,7,0,2877,1,5086,628,2023-01-30
2023-01-18,14.0,2.0,70.0,16.0,167,7,221,1,20,48,13,7,2,2877,1,5087,628,2023-01-30
2023-01-19,0.0,0.0,39.0,9.0,167,7,221,1,20,48,13,7,0,2877,161,5248,628,2023-01-30
2023-01-20,1.0,1.0,14.0,6.0,167,7,221,1,20,48,13,7,0,2877,6,5254,628,2023-01-30
2023-01-21,0.0,0.0,1.0,1.0,167,7,221,1,20,48,13,7,0,2877,0,5254,628,2023-01-30
2023-01-22,1.0,1.0,8.0,2.0,167,7,221,1,20,48,13,7,0,2877,0,5254,628,2023-01-30
2023-01-23,6.0,2.0,222.0,13.0,167,7,221,1,20,48,13,7,0,2877,15,5269,628,2023-01-30
2023-01-24,437.0,6.0,155.0,17.0,168,6,222,1,20,48,13,7,3,2882,0,5140,631,2023-02-06
2023-01-25,1.0,1.0,55.0,10.0,168,6,222,1,20,48,13,7,0,2882,5,5140,631,2023-02-06
